file_path,app_name,query_number,data_scale,queue,# executors,last_job_id,job_runtime,stage,# tasks,sum task time,sum biggest task time of each exec,avg tasks time
spark-history/application_1597665317929_0123,query84_cluster_500G,84,500,gamma,8,28,27298,30,200,94075.0,9642.0,470.375
spark-history/application_1597665317929_0123,query84_cluster_500G,84,500,gamma,8,28,27298,28,65,78155.0,16925.0,1202.3846153846155
spark-history/application_1597665317929_0123,query84_cluster_500G,84,500,gamma,8,28,27298,29,9,9239.0,9079.0,1026.5555555555557
spark-history/application_1597665317929_0140,query20_cluster_500G,20,500,beta,8,26,36613,27,200,9120.0,874.0,45.6
spark-history/application_1597665317929_0140,query20_cluster_500G,20,500,beta,8,26,36613,28,200,18414.0,9858.0,92.07
spark-history/application_1597665317929_0140,query20_cluster_500G,20,500,beta,8,26,36613,26,572,236162.0,21765.0,412.8706293706294
spark-history/application_1597665317929_0126,query84_cluster_500G,84,500,gamma,8,28,27641,30,200,97617.0,10947.0,488.085
spark-history/application_1597665317929_0126,query84_cluster_500G,84,500,gamma,8,28,27641,28,9,15287.0,15011.0,1698.5555555555557
spark-history/application_1597665317929_0126,query84_cluster_500G,84,500,gamma,8,28,27641,29,65,70409.0,11723.0,1083.2153846153847
spark-history/application_1597665317929_0147,query84_cluster_500G,84,500,gamma,8,28,25919,30,200,91723.0,9642.0,458.615
spark-history/application_1597665317929_0147,query84_cluster_500G,84,500,gamma,8,28,25919,28,9,13734.0,13508.0,1526.0
spark-history/application_1597665317929_0147,query84_cluster_500G,84,500,gamma,8,28,25919,29,65,67442.0,11278.0,1037.5692307692307
spark-history/application_1597665317929_0114,query20_cluster_500G,20,500,beta,2,26,183408,27,200,9080.0,1880.0,45.4
spark-history/application_1597665317929_0114,query20_cluster_500G,20,500,beta,2,26,183408,28,200,15388.0,7108.0,76.94
spark-history/application_1597665317929_0114,query20_cluster_500G,20,500,beta,2,26,183408,26,572,343497.0,3960.0,600.5192307692307
spark-history/application_1597665317929_0125,query40_cluster_500G,40,500,alpha,8,27,264738,30,200,14202.0,2906.0,71.01
spark-history/application_1597665317929_0125,query40_cluster_500G,40,500,alpha,8,27,264738,27,572,744145.0,22086.0,1300.9527972027972
spark-history/application_1597665317929_0125,query40_cluster_500G,40,500,alpha,8,27,264738,28,43,72065.0,15776.0,1675.9302325581396
spark-history/application_1597665317929_0125,query40_cluster_500G,40,500,alpha,8,27,264738,29,200,1263627.0,95033.0,6318.135
spark-history/application_1597665317929_0149,query84_cluster_500G,84,500,gamma,8,28,22829,30,200,96918.0,14429.0,484.59
spark-history/application_1597665317929_0149,query84_cluster_500G,84,500,gamma,8,28,22829,28,65,71288.0,15961.0,1096.7384615384615
spark-history/application_1597665317929_0149,query84_cluster_500G,84,500,gamma,8,28,22829,29,9,9351.0,9196.0,1039.0
spark-history/application_1597665317929_0135,query40_cluster_500G,40,500,alpha,7,27,276196,30,200,15070.0,2478.0,75.35
spark-history/application_1597665317929_0135,query40_cluster_500G,40,500,alpha,7,27,276196,27,572,801514.0,32360.0,1401.2482517482517
spark-history/application_1597665317929_0135,query40_cluster_500G,40,500,alpha,7,27,276196,28,43,95160.0,19711.0,2213.0232558139537
spark-history/application_1597665317929_0135,query40_cluster_500G,40,500,alpha,7,27,276196,29,200,1001032.0,81019.0,5005.16
spark-history/application_1597665317929_0142,query84_cluster_500G,84,500,gamma,4,28,39390,30,200,83378.0,5460.0,416.89
spark-history/application_1597665317929_0142,query84_cluster_500G,84,500,gamma,4,28,39390,28,5,7457.0,7270.0,1491.4
spark-history/application_1597665317929_0142,query84_cluster_500G,84,500,gamma,4,28,39390,29,65,63210.0,5310.0,972.4615384615385
spark-history/application_1597665317929_0120,query20_cluster_500G,20,500,beta,8,26,67396,27,200,10043.0,1815.0,50.215
spark-history/application_1597665317929_0120,query20_cluster_500G,20,500,beta,8,26,67396,28,200,24210.0,13853.0,121.05
spark-history/application_1597665317929_0120,query20_cluster_500G,20,500,beta,8,26,67396,26,572,228495.0,20216.0,399.4667832167832
spark-history/application_1597665317929_0132,query84_cluster_500G,84,500,gamma,7,28,31445,30,200,77403.0,5313.0,387.015
spark-history/application_1597665317929_0132,query84_cluster_500G,84,500,gamma,7,28,31445,28,65,74005.0,13315.0,1138.5384615384614
spark-history/application_1597665317929_0132,query84_cluster_500G,84,500,gamma,7,28,31445,29,7,7828.0,7828.0,1118.2857142857142
spark-history/application_1597665317929_0148,query84_cluster_500G,84,500,gamma,8,28,26226,30,200,94191.0,8921.0,470.955
spark-history/application_1597665317929_0148,query84_cluster_500G,84,500,gamma,8,28,26226,28,65,72368.0,15818.0,1113.3538461538462
spark-history/application_1597665317929_0148,query84_cluster_500G,84,500,gamma,8,28,26226,29,9,8433.0,8252.0,937.0
spark-history/application_1597665317929_0127,query20_cluster_500G,20,500,beta,8,26,35689,27,200,35596.0,5586.0,177.98
spark-history/application_1597665317929_0127,query20_cluster_500G,20,500,beta,8,26,35689,28,200,15901.0,5467.0,79.505
spark-history/application_1597665317929_0127,query20_cluster_500G,20,500,beta,8,26,35689,26,572,232335.0,21315.0,406.1800699300699
spark-history/application_1597665317929_0129,query84_cluster_500G,84,500,gamma,4,28,43928,30,200,101760.0,9883.0,508.8
spark-history/application_1597665317929_0129,query84_cluster_500G,84,500,gamma,4,28,43928,28,65,70429.0,6700.0,1083.5230769230768
spark-history/application_1597665317929_0129,query84_cluster_500G,84,500,gamma,4,28,43928,29,5,5209.0,5077.0,1041.8
spark-history/application_1597665317929_0131,query40_cluster_500G,40,500,alpha,8,27,307812,30,200,21802.0,3282.0,109.01
spark-history/application_1597665317929_0131,query40_cluster_500G,40,500,alpha,8,27,307812,27,43,75038.0,10678.0,1745.0697674418604
spark-history/application_1597665317929_0131,query40_cluster_500G,40,500,alpha,8,27,307812,28,572,851898.0,37488.0,1489.332167832168
spark-history/application_1597665317929_0131,query40_cluster_500G,40,500,alpha,8,27,307812,29,200,1005995.0,139400.0,5029.975
spark-history/application_1597665317929_0116,query20_cluster_500G,20,500,beta,7,26,44366,27,200,8691.0,1061.0,43.455
spark-history/application_1597665317929_0116,query20_cluster_500G,20,500,beta,7,26,44366,28,200,15928.0,7045.0,79.64
spark-history/application_1597665317929_0116,query20_cluster_500G,20,500,beta,7,26,44366,26,572,263967.0,17879.0,461.4807692307692
spark-history/application_1597665317929_0136,query20_cluster_500G,20,500,beta,8,26,63997,27,200,15723.0,4214.0,78.615
spark-history/application_1597665317929_0136,query20_cluster_500G,20,500,beta,8,26,63997,28,200,24348.0,9820.0,121.74
spark-history/application_1597665317929_0136,query20_cluster_500G,20,500,beta,8,26,63997,26,572,204649.0,31332.0,357.77797202797206
spark-history/application_1597665317929_0117,query84_cluster_500G,84,500,gamma,4,28,38944,30,200,83642.0,5738.0,418.21
spark-history/application_1597665317929_0117,query84_cluster_500G,84,500,gamma,4,28,38944,28,5,6943.0,6709.0,1388.6
spark-history/application_1597665317929_0117,query84_cluster_500G,84,500,gamma,4,28,38944,29,65,64343.0,5150.0,989.8923076923077
spark-history/application_1597665317929_0143,query20_cluster_500G,20,500,beta,7,26,38827,27,200,13624.0,2950.0,68.12
spark-history/application_1597665317929_0143,query20_cluster_500G,20,500,beta,7,26,38827,28,200,16741.0,7815.0,83.705
spark-history/application_1597665317929_0143,query20_cluster_500G,20,500,beta,7,26,38827,26,572,230141.0,18941.0,402.3444055944056
spark-history/application_1597665317929_0146,query84_cluster_500G,84,500,gamma,8,28,26122,30,200,92859.0,9410.0,464.295
spark-history/application_1597665317929_0146,query84_cluster_500G,84,500,gamma,8,28,26122,28,65,71285.0,15438.0,1096.6923076923076
spark-history/application_1597665317929_0146,query84_cluster_500G,84,500,gamma,8,28,26122,29,9,9701.0,9570.0,1077.888888888889
spark-history/application_1597665317929_0130,query20_cluster_500G,20,500,beta,8,26,38205,27,200,9188.0,765.0,45.94
spark-history/application_1597665317929_0130,query20_cluster_500G,20,500,beta,8,26,38205,28,200,18920.0,10509.0,94.6
spark-history/application_1597665317929_0130,query20_cluster_500G,20,500,beta,8,26,38205,26,572,248142.0,21622.0,433.81468531468533
spark-history/application_1597665317929_0137,query84_cluster_500G,84,500,gamma,8,28,25209,30,200,108549.0,15631.0,542.745
spark-history/application_1597665317929_0137,query84_cluster_500G,84,500,gamma,8,28,25209,28,9,15372.0,15054.0,1708.0
spark-history/application_1597665317929_0137,query84_cluster_500G,84,500,gamma,8,28,25209,29,65,72829.0,12561.0,1120.446153846154
spark-history/application_1597665317929_0150,query84_cluster_500G,84,500,gamma,8,28,25909,30,200,92502.0,9027.0,462.51
spark-history/application_1597665317929_0150,query84_cluster_500G,84,500,gamma,8,28,25909,28,9,13718.0,13286.0,1524.2222222222222
spark-history/application_1597665317929_0150,query84_cluster_500G,84,500,gamma,8,28,25909,29,65,65725.0,10640.0,1011.1538461538462
spark-history/application_1597665317929_0128,query40_cluster_500G,40,500,alpha,8,27,280492,30,200,15936.0,2452.0,79.68
spark-history/application_1597665317929_0128,query40_cluster_500G,40,500,alpha,8,27,280492,27,572,749607.0,23317.0,1310.5017482517483
spark-history/application_1597665317929_0128,query40_cluster_500G,40,500,alpha,8,27,280492,28,43,89952.0,28720.0,2091.906976744186
spark-history/application_1597665317929_0128,query40_cluster_500G,40,500,alpha,8,27,280492,29,200,1370158.0,101982.0,6850.79
spark-history/application_1597665317929_0133,query20_cluster_500G,20,500,beta,8,26,36793,27,200,26584.0,6129.0,132.92
spark-history/application_1597665317929_0133,query20_cluster_500G,20,500,beta,8,26,36793,28,200,16694.0,6518.0,83.47
spark-history/application_1597665317929_0133,query20_cluster_500G,20,500,beta,8,26,36793,26,572,248681.0,24546.0,434.756993006993
spark-history/application_1597665317929_0115,query84_cluster_500G,84,500,gamma,8,28,28417,30,200,96213.0,12880.0,481.065
spark-history/application_1597665317929_0115,query84_cluster_500G,84,500,gamma,8,28,28417,28,65,84224.0,17104.0,1295.753846153846
spark-history/application_1597665317929_0115,query84_cluster_500G,84,500,gamma,8,28,28417,29,9,9804.0,9629.0,1089.3333333333333
spark-history/application_1597665317929_0111,query40_cluster_500G,40,500,alpha,8,27,459479,30,200,21532.0,5041.0,107.66
spark-history/application_1597665317929_0111,query40_cluster_500G,40,500,alpha,8,27,459479,27,572,875170.0,57355.0,1530.0174825174824
spark-history/application_1597665317929_0111,query40_cluster_500G,40,500,alpha,8,27,459479,28,43,85071.0,21064.0,1978.3953488372092
spark-history/application_1597665317929_0111,query40_cluster_500G,40,500,alpha,8,27,459479,29,200,1277974.0,108216.0,6389.87
spark-history/application_1597665317929_0134,query84_cluster_500G,84,500,gamma,5,28,39586,30,200,87964.0,8069.0,439.82
spark-history/application_1597665317929_0134,query84_cluster_500G,84,500,gamma,5,28,39586,28,65,78292.0,11468.0,1204.4923076923078
spark-history/application_1597665317929_0134,query84_cluster_500G,84,500,gamma,5,28,39586,29,5,7002.0,7002.0,1400.4
spark-history/application_1597665317929_0122,query40_cluster_500G,40,500,alpha,7,27,286730,30,200,14914.0,3038.0,74.57
spark-history/application_1597665317929_0122,query40_cluster_500G,40,500,alpha,7,27,286730,27,572,749614.0,19938.0,1310.513986013986
spark-history/application_1597665317929_0122,query40_cluster_500G,40,500,alpha,7,27,286730,28,43,100414.0,34211.0,2335.2093023255816
spark-history/application_1597665317929_0122,query40_cluster_500G,40,500,alpha,7,27,286730,29,200,1125235.0,98648.0,5626.175
spark-history/application_1597665317929_0138,query40_cluster_500G,40,500,alpha,8,27,273147,30,200,18024.0,3992.0,90.12
spark-history/application_1597665317929_0138,query40_cluster_500G,40,500,alpha,8,27,273147,27,572,834638.0,102637.0,1459.1573426573427
spark-history/application_1597665317929_0138,query40_cluster_500G,40,500,alpha,8,27,273147,28,43,69503.0,14950.0,1616.3488372093022
spark-history/application_1597665317929_0138,query40_cluster_500G,40,500,alpha,8,27,273147,29,200,1248363.0,102609.0,6241.815
spark-history/application_1597665317929_0118,query40_cluster_500G,40,500,alpha,8,27,338969,30,200,32398.0,6827.0,161.99
spark-history/application_1597665317929_0118,query40_cluster_500G,40,500,alpha,8,27,338969,27,43,68851.0,7464.0,1601.1860465116279
spark-history/application_1597665317929_0118,query40_cluster_500G,40,500,alpha,8,27,338969,28,572,798564.0,37900.0,1396.090909090909
spark-history/application_1597665317929_0118,query40_cluster_500G,40,500,alpha,8,27,338969,29,200,1290762.0,165389.0,6453.81
spark-history/application_1597665317929_0139,query84_cluster_500G,84,500,gamma,8,28,27241,30,200,97390.0,9915.0,486.95
spark-history/application_1597665317929_0139,query84_cluster_500G,84,500,gamma,8,28,27241,28,65,75343.0,15072.0,1159.123076923077
spark-history/application_1597665317929_0139,query84_cluster_500G,84,500,gamma,8,28,27241,29,9,10096.0,9887.0,1121.7777777777778
spark-history/application_1597665317929_0124,query20_cluster_500G,20,500,beta,8,26,35235,27,200,8980.0,820.0,44.9
spark-history/application_1597665317929_0124,query20_cluster_500G,20,500,beta,8,26,35235,28,200,16987.0,8977.0,84.935
spark-history/application_1597665317929_0124,query20_cluster_500G,20,500,beta,8,26,35235,26,572,226980.0,21887.0,396.8181818181818
spark-history/application_1597665317929_0144,query40_cluster_500G,40,500,alpha,8,27,300424,30,200,14682.0,2692.0,73.41
spark-history/application_1597665317929_0144,query40_cluster_500G,40,500,alpha,8,27,300424,27,572,816248.0,37664.0,1427.006993006993
spark-history/application_1597665317929_0144,query40_cluster_500G,40,500,alpha,8,27,300424,28,43,107819.0,24643.0,2507.4186046511627
spark-history/application_1597665317929_0144,query40_cluster_500G,40,500,alpha,8,27,300424,29,200,1185997.0,109629.0,5929.985
spark-history/application_1597665317929_0112,query84_cluster_500G,84,500,gamma,3,28,63149,30,200,92751.0,8280.0,463.755
spark-history/application_1597665317929_0112,query84_cluster_500G,84,500,gamma,3,28,63149,28,65,89208.0,6709.0,1372.4307692307693
spark-history/application_1597665317929_0112,query84_cluster_500G,84,500,gamma,3,28,63149,29,4,5186.0,4562.0,1296.5
